score,review,5star,4star,3star,2star,1star,writer,actor,genre,country,language,Premiere,season,Episode,Episode Length,aka,IMDb,name,link-href,director,channel,permission
9.2,610人评价,66.7%,66.7%,5.7%,0.8%,0.0%,,,类型: 纪录片 / 短片,制片国家/地区: 中国大陆,语言: 汉语普通话,2022-02-01(中国大陆),季数: 1,集数: 7,单集片长: 25,,,遇见最极致的中国,https://www.douban.com/doubanapp/dispatch?uri=/tv/35765341,,,
,暂无评分,,,,,,,马嘉祺 / 丁程鑫 / 宋亚轩 / 刘耀文 / 张真源 / 严浩翔 / 贺峻霖更多...,类型: 真人秀,制片国家/地区: 中国大陆,语言: 汉语普通话,2022-07-08(中国大陆),,,,,,时代夏令营,https://www.douban.com/doubanapp/dispatch?uri=/tv/35973230,,,
,暂无评分,,,,,,编剧: 郑无糖,杨泽 / 林妍柔 / 孙延恩 / 曹君豪,类型: 爱情 / 奇幻 / 古装,制片国家/地区: 中国大陆,语言: 汉语普通话,2022-12-30(中国大陆),季数: 1,集数: 22,,,,三生缘起是清欢,https://www.douban.com/doubanapp/dispatch?uri=/tv/36189178,导演: 陈义,腾讯视频,VIP免费观看
,暂无评分,,,,,,编剧: 王凯,张晚意 / 富大龙 / 盖玥希 / 左小青 / 米热,类型: 剧情 / 战争,制片国家/地区: 中国大陆,语言: 汉语普通话,2022-12-13(中国大陆),,集数: 30,单集片长: 45分钟,又名: 我爱轰炸机,IMDb: tt24394062,勇敢的翅膀,https://www.douban.com/doubanapp/dispatch?uri=/tv/35404684,导演: 高进军 / 高威,芒果TV,VIP免费观看
,暂无评分,,,,,,编剧: 王凯,张晚意 / 富大龙 / 盖玥希 / 左小青 / 米热,类型: 剧情 / 战争,制片国家/地区: 中国大陆,语言: 汉语普通话,2022-12-13(中国大陆),,集数: 30,单集片长: 45分钟,又名: 我爱轰炸机,IMDb: tt24394062,勇敢的翅膀,https://www.douban.com/doubanapp/dispatch?uri=/tv/35404684,导演: 高进军 / 高威,腾讯视频,VIP免费观看
4.3,6207人评价,2.9%,2.9%,23.6%,28.9%,35.9%,编剧: 潘飞宇 / 吴海霞 / 盛丽 / 余莉 / 朱琳,贺鹏 / 杨杏 / 姚卓君 / 马翼 / 王姿允 / 张灵彦 / 谭晓凡 / 徐棵二 / 刘波 / 周羽 / 沈丹萍 / 袁朗淇 / 赖艺 / 王万鑫 / 吕清超 / 刘波 / 张春仲 / 莫含 / 东靖川 / 王建军 / 张芯宁 / 郭剑 / 苏小妹 / 胡子程 / 石强 / 马京京 / 李天涯 / 饶子豪 / 刘泽庭 / 王曦 / 尹纯雄 / 宋珂 / 杨道乐 / 郭家诺 / 林萧 / 陈静 / 冯薇 / 张研 / 赵飞 / 史奕 / 马小凯 / 骆言 / 刘沛 / 李佳伟 / 董宪 / 袁千山 / 孙瑜 / 崔宇 / 纪世超 / 何本君 / 孙瀚俊 / 李楠 / 叶凌翔 / 乔牧 / 师帅 / 王鑫 / 张璨更多...,类型: 剧情,制片国家/地区: 中国大陆,语言: 汉语普通话,2022-03-31(中国大陆),,集数: 30,单集片长: 30分钟,又名: 老子是癞蛤蟆,,我叫赵甲第,https://www.douban.com/doubanapp/dispatch?uri=/tv/30464515,导演: 荆小尧,,
5.3,1186人评价,6.7%,6.7%,40.7%,24.4%,17.0%,编剧: 苏蓓 / 刘嘉慧 / 李欣雨,林景 / 许棕哲 / 林簌 / 李春胤 / 齐天怡 / 彭博 / 孟祥龙 / 蒋丽 / 乔治皓 / 夏至 / 陈昊天 / 汪滢滢 / 虞晓旭 / 刘以嘉 / 徐敏 / 萧翟更多...,类型: 动画,制片国家/地区: 中国大陆,语言: 汉语普通话,2022-11-25(中国大陆),,集数: 16,单集片长: 20分钟,又名: 无限恐怖 / The Infinitors,,无限世界,https://www.douban.com/doubanapp/dispatch?uri=/tv/35679796,导演: 白宇松,哔哩哔哩,VIP免费观看
6.0,1631人评价,12.4%,12.4%,27.7%,27.1%,10.2%,,边江 / 赵岭 / 阿云嘎 / 张杰 / 山新 / 藤新 / 白雪岑 / 冯骏骅 / 夏磊 / 沈磊 / 张筠英 / 范楚绒 / 罗云熙 / 齐思钧 / 黄龄 / 尤长靖 / 陈奕雯 / 段艺璇 / 柯暮卿 / 李岱昆 / 卢力峰 / 马洋 / 聂曦映 / 钱文青 / 秦紫翼 / 糖醋排骨 / 陶典 / 阎么么 / 赵成晨 / 钟可 / 金锋 / 大昕 / 锦鲤 / 李兰陵 / 胖雪人 / 林景 / 刘校妤 / 图特哈蒙 / 赵乾景 / 陈张太康 / 胡良伟 / 马正阳更多...,类型: 真人秀,制片国家/地区: 中国大陆,语言: 汉语普通话,2022-09-10(中国大陆),季数: 2,集数: 10,单集片长: 120分钟,又名: 我是特优声2 / 我是特优声 第二季,,我是特优声 剧团季,https://www.douban.com/doubanapp/dispatch?uri=/tv/35874296,导演: 杨小娴,哔哩哔哩,VIP免费观看
6.0,2855人评价,8.5%,8.5%,44.5%,20.0%,8.0%,编剧: 张忌,张婧仪 / 牛骏峰 / 曾黎 / 郎月婷 / 郝平 / 浩歌 / 梁冠华 / 阿如那 / 焦刚 / 杨子骅 / 刘泊霄 / 栾元晖 / 李晓川 / 周知更多...,类型: 剧情 / 悬疑,制片国家/地区: 中国大陆,语言: 汉语普通话,2022-03-18(中国大陆),,集数: 12,单集片长: 45分钟,,,了不起的D小姐,https://www.douban.com/doubanapp/dispatch?uri=/tv/35284456,导演: 夏晓昀,芒果TV,VIP免费观看
6.0,2855人评价,8.5%,8.5%,44.5%,20.0%,8.0%,编剧: 张忌,张婧仪 / 牛骏峰 / 曾黎 / 郎月婷 / 郝平 / 浩歌 / 梁冠华 / 阿如那 / 焦刚 / 杨子骅 / 刘泊霄 / 栾元晖 / 李晓川 / 周知更多...,类型: 剧情 / 悬疑,制片国家/地区: 中国大陆,语言: 汉语普通话,2022-03-18(中国大陆),,集数: 12,单集片长: 45分钟,,,了不起的D小姐,https://www.douban.com/doubanapp/dispatch?uri=/tv/35284456,导演: 夏晓昀,爱奇艺视频,VIP免费观看
6.0,4094人评价,9.6%,9.6%,37.0%,20.1%,10.9%,编剧: 张彦宁,钟楚曦 / 翟潇闻 / 王菊 / 何广智 / 汪聪 / 沈奕斐更多...,类型: 爱情 / 真人秀,制片国家/地区: 中国大陆,语言: 汉语普通话,2022-03-02(中国大陆),,集数: 10,单集片长: 90分钟,,,没谈过恋爱的我,https://www.douban.com/doubanapp/dispatch?uri=/tv/35708484,导演: 刘娴,优酷视频,VIP免费观看
6.3,5032人评价,16.9%,16.9%,29.1%,24.5%,8.6%,编剧: 卢青雨 / 孟贝贝 / 莎日娜,孔雪儿 / 晏紫东 / 康可人 / 邓为 / 郑繁星 / 谢治勋 / 曹婉瑾 / 赵柯迪 / 雷澍 / 鲁芳岐 / 王星玮 / 孙雅丽 / 于乃佳更多...,类型: 爱情 / 古装,制片国家/地区: 中国大陆,语言: 汉语普通话,2022-01-14(中国大陆),,集数: 24,单集片长: 40分钟,,,潇洒佳人淡淡妆,https://www.douban.com/doubanapp/dispatch?uri=/tv/35316479,导演: 曲荣达,,
8.2,537人评价,37.3%,37.3%,22.0%,1.7%,0.0%,编剧: 邢添翼,叶唏羽 / 安迪 / 张唯申 / 杨子江 / 赵敏 / 王宇清更多...,类型: 喜剧 / 动画,制片国家/地区: 中国大陆,语言: 汉语普通话,2022-07-09(中国大陆),,集数: 12,单集片长: 6分钟,,,思无邪,https://www.douban.com/doubanapp/dispatch?uri=/tv/35970278,导演: 王自明,优酷视频,VIP免费观看
8.2,537人评价,37.3%,37.3%,22.0%,1.7%,0.0%,编剧: 邢添翼,叶唏羽 / 安迪 / 张唯申 / 杨子江 / 赵敏 / 王宇清更多...,类型: 喜剧 / 动画,制片国家/地区: 中国大陆,语言: 汉语普通话,2022-07-09(中国大陆),,集数: 12,单集片长: 6分钟,,,思无邪,https://www.douban.com/doubanapp/dispatch?uri=/tv/35970278,导演: 王自明,芒果TV,VIP免费观看
8.2,537人评价,37.3%,37.3%,22.0%,1.7%,0.0%,编剧: 邢添翼,叶唏羽 / 安迪 / 张唯申 / 杨子江 / 赵敏 / 王宇清更多...,类型: 喜剧 / 动画,制片国家/地区: 中国大陆,语言: 汉语普通话,2022-07-09(中国大陆),,集数: 12,单集片长: 6分钟,,,思无邪,https://www.douban.com/doubanapp/dispatch?uri=/tv/35970278,导演: 王自明,哔哩哔哩,VIP免费观看
8.3,1046人评价,36.0%,36.0%,17.2%,1.2%,0.6%,,罗朗 / 刘禾森 / 陈建太郎 / 陈汉宗,类型: 纪录片,制片国家/地区: 中国大陆,语言: 汉语普通话,2022-06-01(中国大陆),,集数: 4,单集片长: 50分钟,又名: Find Me beyond the Kitchen,,厨房里有哲学家,https://www.douban.com/doubanapp/dispatch?uri=/tv/35744654,导演: 吴小满 / 谢福坤 / 许芝翔,央视频,免费观看
8.3,2664人评价,35.9%,35.9%,15.9%,2.0%,0.4%,编剧: 金纯 / 鹿钰鑫,李佳琦 / 朱怡文,类型: 真人秀,制片国家/地区: 中国大陆,语言: 汉语普通话,2022-10-09(大陆),,集数: 8,单集片长: 70分钟,,,所有女生的offer2,https://www.douban.com/doubanapp/dispatch?uri=/tv/36119231,导演: 金彦妮 / 赵馨怡 / 阮善骏 / 王萌 / 刘瑶 / 沈彬 / 林枫 / 唐洁,,
,暂无评分,,,,,,,,类型: 剧情 / 动作 / 科幻 / 动画 / 冒险 / 灾难,制片国家/地区: 中国大陆,语言: 汉语普通话,2022-01-01(中国大陆),,集数: 1,单集片长: 32分钟,又名: 星骸骑士完结篇・星火重燃,,星骸骑士完结篇,https://www.douban.com/doubanapp/dispatch?uri=/tv/35716071,导演: 王剑,,
,暂无评分,,,,,,编剧: 孙甜 / 夜雪 / 徐海啸 / 杨行之 / 王欣怡 / 武芯琪,张沛 / 王冰甜 / 嗣航 / 栾祥瑾 / 宋国庆 / 孙恺寅 / 黄进泽 / 唐昊 / 桑毓泽 / 张坤 / 张若瑜 / 马程未 / 陈彦亦 / 苗洋 / 姚铭舜 / 陈瑀 / 赵梓涵 / 张桐铭 / 丁翔威 / 于凯隆更多...,类型: 动作 / 动画 / 奇幻 / 古装,制片国家/地区: 中国大陆,语言: 汉语普通话,2022-11-04(中国大陆),,集数: 52,单集片长: 20分钟,又名: 百炼成神之百炼千锤 / Apotheosis,,百炼成神,https://www.douban.com/doubanapp/dispatch?uri=/tv/36093323,导演: 张帅 / 郑佳,优酷视频,VIP免费观看
,暂无评分,,,,,,编剧: 周沫,朱丽岚 / 林泽辉 / 于永至 / 陈默 / 明加加 / 张彬更多...,类型: 爱情 / 短片 / 古装,制片国家/地区: 中国大陆,语言: 汉语普通话,2022-09-22(中国大陆),,集数: 24,,,,忘川序,https://www.douban.com/doubanapp/dispatch?uri=/tv/36098801,导演: 周潇,腾讯视频,VIP免费观看
4.6,1901人评价,2.3%,2.3%,33.7%,32.6%,24.4%,编剧: 马远 / 任馨媛 / 张梦琳 / 杨小梅 / 黎思妍 / 李玲,蔡卓宜 / 肖凯中 / 彭高唱 / 沈洋 / 周小川 / 时大髦 / 吕宁 / 崔楠 / 黄云云 / 余凯宁 / 黄千硕 / 任思齐 / 蒋钊更多...,类型: 剧情 / 爱情,制片国家/地区: 中国大陆,语言: 汉语普通话,2022-06-06(中国大陆),,集数: 18,单集片长: 35分钟,又名: Fall In Love,,从零到一的爱情,https://www.douban.com/doubanapp/dispatch?uri=/tv/35489000,导演: 曾庆杰,优酷视频,VIP免费观看
6.2,9965人评价,35.1%,35.1%,7.3%,1.0%,39.4%,,汪涵 / 马可 / 韩乔生 / 黄健翔 / 戴军 / 阎鹤祥 / 林墨 / 谢可寅 / 马启越 / 王怡人 / 安雨 / 上官喜爱 / 左溢 / 李凯馨 / 叶子淳  / 张婉清 / 聂杰铭 / 陈镜依更多...,类型: 真人秀,制片国家/地区: 中国大陆,语言: 汉语普通话,2022-08-07(中国大陆),,集数: 12,单集片长: 90,又名: 美好年华通讯社 / 美好年华互联社,,美好年华研习社,https://www.douban.com/doubanapp/dispatch?uri=/tv/35860994,导演: 张一蓓,芒果TV,VIP免费观看
6.4,4327人评价,19.3%,19.3%,36.0%,20.0%,7.3%,编剧: 郝戎 / 相月红,陈晓 / 王晓晨 / 王耀庆 / 曾黎 / 赖艺 / 朱近桐 / 倪大红 / 王志飞 / 张光北 / 涂凌 / 王思思更多...,类型: 剧情 / 爱情,制片国家/地区: 中国大陆,语言: 汉语普通话,2022-04-25(中国大陆),,集数: 40,单集片长: 45,又名: 我热爱的生活 / Simmer Down,,好好说话,https://www.douban.com/doubanapp/dispatch?uri=/tv/32492200,导演: 杨栋,芒果TV,VIP免费观看
7.0,1005人评价,7.4%,7.4%,51.4%,4.1%,0.0%,,苏绿 / 谢雨琪,类型: 纪录片 / 短片,制片国家/地区: 中国大陆,语言: 汉语普通话,2022-04-20(中国大陆),,,单集片长: 10分钟,,,今晚你要去哪里,https://www.douban.com/doubanapp/dispatch?uri=/tv/35922619,,哔哩哔哩,免费观看
7.2,1507人评价,14.7%,14.7%,43.2%,4.7%,1.1%,编剧: 张世昌 / 张雪菊 / 麦世龙 / 许家希 / 高乐瑶 / 何永年 / 高慧敏 / 徐笑,郭晋安 / 陈炜 / 何广沛 / 陈晓华 / 周嘉洛 / 吴伟豪 / 戴祖仪 / 游嘉欣 / 林正峰 / 林智乐 / 徐荣 / 陈嘉慧 / 罗乐林 / 胡枫 / 白彪 / 马贯东 / 李成昌 / 杨玉梅 / 杨证桦 / 张汉斌 / 孙汉霖 / 魏惠文 / 周百恩 / 黎瑞业 / 黄子恒 / 陈庭欣 / 张国强 / 赵璧渝 / 曾文欣 / 梁证嘉 / 区俊贤 / 潘芳芳 / 黄子雄 / 曾航生 / 翟锋 / 陈嘉辉 / 区永权 / 汪明荃 / 石修 / 姚莹莹 / 刘天龙 / 陈荣峻 / 鲁振顺 / 刘嘉琪 / 姚亦澧 / 谭坤伦 / 刘家聪 / 沈可欣 / 黄碧莲 / 刘芷玲 / 杨凯博 / 李芷晴 / 郑启泰 / 丘梓谦 / 余应彤 / 李漫芬 / 莫韵锶 / 陈俊坚 / 蔡菀庭 / 邵展鹏 / 黄浩霆 / 阮嘉敏 / 吴瑞庭 / 甄采浠 / 江富强 / 张武孝 / 邵卓尧 / 何伟业 / 关伟伦 / 叶凯茵 / 曾慧云 / 苏丽明 / 黄梓玮 / 罗鸿 / 莫伟文 / 黄一鸣 / 吴绮珊 / 杜燕歌 / 郭浩皇 / 朱凯婷 / 陈靖云 / 邓智坚 / 关浩扬 / 梁皓楷 / 梁珈咏 / 许家杰 / 李善恒 / 杜大伟 / 陈建文 / 李嘉晋 / 容羨媛 / 邓永健 / 李旻芳 / 利颖怡 / 李绍坚 / 林浩文 / 陈熙蕊 / 施焯日 / 张盈悦 / 罗雪妍 / 霍健邦 / 李启杰 / 萧丽芠 / 孟希璘 / 陈嘉俊 / 蔡国庆 / 张本立 / 曾健明 / 邓美欣 / 关枫馨 / 曾琬莎 / 张诗欣 / 梁雯蔚 / 袁文杰 / 杨家宝 / 邓英敏 / 王嘉慧 / 崔锦棠 / 王致迪 / 吴珮如 / 王绮琴 / 简思恩更多...,类型: 剧情,制片国家/地区: 中国大陆 / 中国香港,语言: 汉语普通话 / 粤语,2022-07-11(中国香港),,集数: 15,单集片长: 42分钟,又名: 香港回归 / Communion,,回归,https://www.douban.com/doubanapp/dispatch?uri=/tv/35764880,导演: 林志华,埋堆堆,VIP免费观看
7.6,1652人评价,29.9%,29.9%,28.7%,6.8%,2.7%,编剧: 王舒婧,陈柏融 / 余衍隆 / 杨超文 / 区天瑞 / 孙雪宁 / 星择 / 杨志雯 / 冯荔军 / 严子贤 / 李佳琛更多...,类型: 剧情 / 奇幻 / 古装,制片国家/地区: 中国大陆,语言: 汉语普通话,2022-12-23(中国大陆),,集数: 64,单集片长: 6分钟,,,侍酒令,https://www.douban.com/doubanapp/dispatch?uri=/tv/35904210,导演: 麦田,腾讯视频,VIP免费观看
7.8,3434人评价,26.5%,26.5%,21.8%,4.7%,1.4%,,郑恺 / 杨丞琳 / 乔欣 / 陈铭 / 钱庄,类型: 真人秀,制片国家/地区: 中国大陆,语言: 汉语普通话,2022-05-04(中国大陆),,集数: 10,单集片长: 85分钟,,,灿烂的前行,https://www.douban.com/doubanapp/dispatch?uri=/tv/35656135,,,
8.1,3156人评价,34.0%,34.0%,20.3%,2.5%,1.0%,编剧: 王雅君 / 徐邑晨,任贤齐 / 郑钧 / 张震岳 / 郝云 / 吴卓羲 / 仁科更多...,类型: 运动 / 真人秀,制片国家/地区: 中国大陆,语言: 汉语普通话,2022-10-29(中国大陆),,集数: 12,单集片长: 90分钟,又名: 我们的滚烫人生·骑行季 / 滚烫人生2,,我们的滚烫人生 第二季,https://www.douban.com/doubanapp/dispatch?uri=/tv/35907897,导演: 凌晟 / 李超,芒果TV,VIP免费观看
8.3,1107人评价,44.8%,44.8%,22.4%,4.3%,0.0%,,陈欢 / 张国伟 / 王耀庆 / 伍嘉成 / 伯远,类型: 真人秀,制片国家/地区: 中国大陆,语言: 汉语普通话,2022-08-05(中国大陆),,集数: 8,单集片长: 80,,,食万八千里,https://www.douban.com/doubanapp/dispatch?uri=/tv/35943817,,爱奇艺视频,VIP免费观看
8.3,3203人评价,29.9%,29.9%,16.0%,0.6%,0.0%,,李立宏,类型: 纪录片,制片国家/地区: 中国大陆,语言: 汉语普通话 / 贵阳话,2022-03-25(中国大陆),,集数: 3,单集片长: 50分钟,又名: A Bite of Guiyang,,寻味贵阳,https://www.douban.com/doubanapp/dispatch?uri=/tv/35800451,导演: 李洁 / 高蒿 / 汪健红 / 张奉潮 / 刘清予,腾讯视频,免费观看
,暂无评分,,,,,,编剧: 李闷 / 杨悠然,李嘉琦 / 李宏毅 / 陈欣予 / 白澍 / 郭丞 / 陆宇鹏 / 杨万里 / 漆培鑫 / 李博洋 / 姚芊羽 / 王东 / 李智楠 / 林一霆更多...,类型: 喜剧 / 爱情 / 古装,制片国家/地区: 中国大陆,语言: 汉语普通话,2022-06-24(中国大陆),,集数: 36,单集片长: 45分钟,又名: 皇后刘黑胖,,我叫刘金凤,https://www.douban.com/doubanapp/dispatch?uri=/tv/35314503,导演: 徐惠康,,
5.7,1414人评价,10.1%,10.1%,33.3%,30.4%,10.1%,,,类型: 科幻 / 动画,制片国家/地区: 中国大陆,语言: 汉语普通话,2022-05-29(中国大陆),,集数: 27,单集片长: 20分钟,又名: 雄兵连3：雷霆万钧 / The Black Troop,,雄兵连3,https://www.douban.com/doubanapp/dispatch?uri=/tv/35170254,导演: 欧阳超 / 陈胜旗,腾讯视频,VIP免费观看
5.9,6263人评价,12.6%,12.6%,29.7%,18.1%,18.1%,编剧: 孟小豹 / 宋珏娴 / 李靖宇 / 柳桦,周大为 / 王宥钧 / 陈昊蓝 / 徐悦 / 张志坚 / 王志文 / 江珊 / 刘佳 / 张晞临 / 毕彦君 / 杜淳 / 王媛可更多...,类型: 剧情 / 悬疑,制片国家/地区: 中国大陆,语言: 汉语普通话,2022-11-02(中国大陆),,集数: 36,单集片长: 45分钟,又名: 神经家族,IMDb: tt23333138,促醒者,https://www.douban.com/doubanapp/dispatch?uri=/tv/36117380,导演: 张思麟,咪咕视频,VIP免费观看
5.9,6263人评价,12.6%,12.6%,29.7%,18.1%,18.1%,编剧: 孟小豹 / 宋珏娴 / 李靖宇 / 柳桦,周大为 / 王宥钧 / 陈昊蓝 / 徐悦 / 张志坚 / 王志文 / 江珊 / 刘佳 / 张晞临 / 毕彦君 / 杜淳 / 王媛可更多...,类型: 剧情 / 悬疑,制片国家/地区: 中国大陆,语言: 汉语普通话,2022-11-02(中国大陆),,集数: 36,单集片长: 45分钟,又名: 神经家族,IMDb: tt23333138,促醒者,https://www.douban.com/doubanapp/dispatch?uri=/tv/36117380,导演: 张思麟,腾讯视频,VIP免费观看
5.9,6263人评价,12.6%,12.6%,29.7%,18.1%,18.1%,编剧: 孟小豹 / 宋珏娴 / 李靖宇 / 柳桦,周大为 / 王宥钧 / 陈昊蓝 / 徐悦 / 张志坚 / 王志文 / 江珊 / 刘佳 / 张晞临 / 毕彦君 / 杜淳 / 王媛可更多...,类型: 剧情 / 悬疑,制片国家/地区: 中国大陆,语言: 汉语普通话,2022-11-02(中国大陆),,集数: 36,单集片长: 45分钟,又名: 神经家族,IMDb: tt23333138,促醒者,https://www.douban.com/doubanapp/dispatch?uri=/tv/36117380,导演: 张思麟,爱奇艺视频,VIP免费观看
8.4,2299人评价,40.3%,40.3%,13.6%,1.0%,1.0%,,,类型: 纪录片,制片国家/地区: 中国大陆,语言: 汉语普通话,2022-04-21(中国大陆),,集数: 12,,,,了不起的妈妈,https://www.douban.com/doubanapp/dispatch?uri=/tv/35870000,导演: 姜又兮,腾讯视频,VIP免费观看
,暂无评分,,,,,,编剧: 发飙的蜗牛 / 暗魔师 / 於添,苏尚卿 / 柳知萧 / 张妮 / 陆敏悦 Minyue Lu / 钟巍 / 柳川鱼 / 冷泉夜月 / 芥末 / Akira明 / 蘭雨馨 / 徐翔 / 朱婧 / 烈之流星 / 丁霖 / 谷江山 / 老鬼 / 孙路路 / 胡亚捷更多...,类型: 动作 / 动画 / 奇幻 / 冒险 / 古装,制片国家/地区: 中国大陆,语言: 汉语普通话,2022-04-23(中国大陆),季数: 6,集数: 52,单集片长: 8分钟,又名: Tales of Demons and Gods 6th Season,,妖神记 第六季,https://www.douban.com/doubanapp/dispatch?uri=/tv/35943846,导演: 芹菜 / 叶老酒,,
,暂无评分,,,,,,编剧: 尹衡 / 赵雪 / 汪燕,马洋 / 虫虫 / 谢莹 / 梁达伟 / 藤新 / 张欣 / 叶清 / 孟祥龙 / 王宇航 / 夏涵 / 沈磊 / 大宝 / 桂楠 / 刘若梅 / 小鹿 / 杨谦 / 贝贝 / 萌萌 / 孙俊睿 / 宋国庆 / 李洋 / 黄瑾更多...,类型: 科幻 / 动画,制片国家/地区: 中国大陆,语言: 汉语普通话,2022-10-04(中国大陆),季数: 1,集数: 16,单集片长: 26分钟,又名: 修真四万年,,星域四万年,https://www.douban.com/doubanapp/dispatch?uri=/tv/35638265,导演: 李耀,腾讯视频,VIP免费观看
,暂无评分,,,,,,,,类型: 动画,制片国家/地区: 中国大陆,语言: 汉语普通话,2022-09-30(中国大陆),季数: 1,,,,,熊出没之古宅探宝,https://www.douban.com/doubanapp/dispatch?uri=/tv/36097662,,,
5.7,2672人评价,3.3%,3.3%,49.2%,28.1%,4.5%,编剧: 刘宇 / 狄子瑜 / 杨啸,董璇 / 谷嘉诚 / 韩栋 / 关悦 / 萨顶顶 / 张沐兮 / 苏小玎 / 何花 / 袁家欢 / 景岗山 / 付宏声 / 王蒙汉 / 吕艳蓓 / 朱近桐 / 权沛伦更多...,类型: 剧情 / 悬疑,制片国家/地区: 中国大陆,语言: 汉语普通话,2022-05-02(中国大陆),,集数: 24,单集片长: 38,又名: 拆案 / 拆案:万象拼图 / Cracking Case 2,,拆·案2,https://www.douban.com/doubanapp/dispatch?uri=/tv/35461728,导演: 杨东亮,爱奇艺视频,VIP免费观看
6.3,4531人评价,12.5%,12.5%,36.8%,18.9%,7.9%,编剧: 陈安君 / 胥悦 / 张寅莅 / 叶佳佳 / 胡越 / 朱澄真,陈学冬 / 张佳宁 / 张俪 / 王瑞昌 / 边程 / 米热 / 郑繁星 / 孙子聃 / 杨心仪 / 苏梦芸 / 邓智元 / 彭雅琦 / 刘琳 / 刘钧 / 马书良 / 韩青 / 刘一祯 / 夏铭浩 / 谭联耀 / 张格 / 陈木易 / 陈嘉敏 / 陈天明 / 胡致邦 / 李嘉慧 / 李曼妮 / 林新猛 / 李卓扬 / 聂嘉辰 / 齐天晴 / 曲芷含 / 谭粤 / 吴迪 / 吴飞 / 付大维 / 李俊苇 / 张庆庆 / 孔令美 / 蔡纲 / 李栋 / 魏子昕 / 萨沙 / 李天泽 / 孙华颖 / 韩姝妹更多...,类型: 剧情 / 爱情,制片国家/地区: 中国大陆,语言: 汉语普通话,2022-04-01(中国大陆),,集数: 40,单集片长: 45分钟,又名: Brilliant Class 8,,原来是老师啊！,https://www.douban.com/doubanapp/dispatch?uri=/tv/35067678,导演: 陈安君 / 孔令平,爱奇艺视频,VIP免费观看
6.9,5775人评价,18.5%,18.5%,27.9%,9.9%,8.8%,编剧: 蔡要要 / 黄青蕉 / 郭锦巍 / 吴可及 / 赵艺琛,吴倩 / 秦俊杰 / 阳兵卓 / 孙艺宁 / 李佳洁 / 夏志远 / 刘丹 / 刘仪伟更多...,类型: 剧情 / 喜剧 / 爱情,制片国家/地区: 中国大陆,语言: 汉语普通话,2022-08-28(中国大陆),,集数: 26,单集片长: 38分钟,又名: 恋爱的发现中国版 / 恋爱吧夏天,IMDb: tt23333104,恋爱的夏天,https://www.douban.com/doubanapp/dispatch?uri=/tv/35551818,导演: 于中中 / 蒋继正,腾讯视频,VIP免费观看
8.0,1223人评价,33.0%,33.0%,17.9%,3.3%,3.3%,,施琰 / 本间贵史 / 余颢凌 / 赖旭东 / 熨斗 / 陈彬更多...,类型: 真人秀,制片国家/地区: 中国大陆,语言: 汉语普通话,2022-09-21(中国大陆),,集数: 13,单集片长: 60分钟,,,梦想改造家 第九季,https://www.douban.com/doubanapp/dispatch?uri=/tv/36099601,导演: 段红,咪咕视频,VIP免费观看
8.0,1223人评价,33.0%,33.0%,17.9%,3.3%,3.3%,,施琰 / 本间贵史 / 余颢凌 / 赖旭东 / 熨斗 / 陈彬更多...,类型: 真人秀,制片国家/地区: 中国大陆,语言: 汉语普通话,2022-09-21(中国大陆),,集数: 13,单集片长: 60分钟,,,梦想改造家 第九季,https://www.douban.com/doubanapp/dispatch?uri=/tv/36099601,导演: 段红,爱奇艺视频,VIP免费观看
8.0,1223人评价,33.0%,33.0%,17.9%,3.3%,3.3%,,施琰 / 本间贵史 / 余颢凌 / 赖旭东 / 熨斗 / 陈彬更多...,类型: 真人秀,制片国家/地区: 中国大陆,语言: 汉语普通话,2022-09-21(中国大陆),,集数: 13,单集片长: 60分钟,,,梦想改造家 第九季,https://www.douban.com/doubanapp/dispatch?uri=/tv/36099601,导演: 段红,哔哩哔哩,VIP免费观看
8.2,381人评价,32.5%,32.5%,18.7%,1.6%,0.0%,,,类型: 纪录片,制片国家/地区: 中国大陆,语言: 汉语普通话,2022-12-21(中国大陆),,集数: 3,单集片长: 50分钟,,,石窟中国,https://www.douban.com/doubanapp/dispatch?uri=/tv/36195550,导演: 王新建,,
8.4,5912人评价,36.4%,36.4%,12.4%,0.9%,0.0%,,窦文涛 / 尹烨 / 段永朝 / 郝景芳 / 陈晓卿 / 陈晓楠 / 陈立更多...,类型: 脱口秀,制片国家/地区: 中国大陆,语言: 汉语普通话,2022-01-27(中国大陆),,集数: 2,单集片长: 90分钟,,,圆桌新春派,https://www.douban.com/doubanapp/dispatch?uri=/tv/35745648,,优酷视频,VIP免费观看
,暂无评分,,,,,,,宋亚轩 / 唐九洲 / 何运晨 / 沈腾 / 贾玲 / 章子怡 / 白敬亭 / 张天爱 / 刘敏涛 / 范丞丞 / 黄明昊 / 杨迪更多...,类型: 真人秀,制片国家/地区: 中国大陆,语言: 汉语普通话,2022-03-31(中国大陆),,集数: 10,,,,三个少年,https://www.douban.com/doubanapp/dispatch?uri=/tv/35772905,导演: 吴彤,哔哩哔哩,VIP免费观看
